DEP_TIME,Airline,Destination,Distance,Flight_DATE,Flight_NUM,ORIGIN,Bad_Weather,DAY_WEEK,Flight Status
1530,DL,LGA,214,7/1/2004,1758,DCA,0,3,ontime
1630,DL,LGA,214,7/1/2004,1760,DCA,0,3,ontime
1730,DL,LGA,214,7/1/2004,1762,DCA,0,3,ontime
1830,DL,LGA,214,7/1/2004,1764,DCA,0,3,ontime
1930,DL,LGA,214,7/1/2004,1766,DCA,0,3,ontime
2030,DL,LGA,214,7/1/2004,1768,DCA,0,3,ontime
1530,MQ,JFK,213,7/1/2004,4752,DCA,0,3,ontime
600,MQ,JFK,213,7/1/2004,4760,DCA,0,3,ontime
1830,MQ,JFK,213,7/1/2004,4784,DCA,0,3,delayed
700,MQ,LGA,214,7/1/2004,4952,DCA,0,3,ontime
800,MQ,LGA,214,7/1/2004,4954,DCA,0,3,ontime
900,MQ,LGA,214,7/1/2004,4956,DCA,0,3,ontime
1100,MQ,LGA,214,7/1/2004,4960,DCA,0,3,ontime
1300,MQ,LGA,214,7/1/2004,4964,DCA,0,3,ontime
1400,MQ,LGA,214,7/1/2004,4966,DCA,0,3,ontime
1500,MQ,LGA,214,7/1/2004,4968,DCA,0,3,delayed
1600,MQ,LGA,214,7/1/2004,4970,DCA,0,3,delayed
1900,MQ,LGA,214,7/1/2004,4976,DCA,0,3,delayed
850,UA,LGA,229,7/1/2004,846,IAD,0,3,ontime
630,US,LGA,214,7/1/2004,1479,DCA,0,3,ontime
700,US,LGA,214,7/1/2004,2160,DCA,0,3,ontime
800,US,LGA,214,7/1/2004,2162,DCA,0,3,ontime
900,US,LGA,214,7/1/2004,2164,DCA,0,3,ontime
1000,US,LGA,214,7/1/2004,2166,DCA,0,3,ontime
1100,US,LGA,214,7/1/2004,2168,DCA,0,3,ontime
1200,US,LGA,214,7/1/2004,2170,DCA,0,3,ontime
1300,US,LGA,214,7/1/2004,2172,DCA,0,3,ontime
1400,US,LGA,214,7/1/2004,2174,DCA,0,3,ontime
1500,US,LGA,214,7/1/2004,2176,DCA,0,3,delayed
1600,US,LGA,214,7/1/2004,2178,DCA,0,3,delayed
1700,US,LGA,214,7/1/2004,2180,DCA,0,3,ontime
1800,US,LGA,214,7/1/2004,2182,DCA,0,3,ontime
1900,US,LGA,214,7/1/2004,2184,DCA,0,3,ontime
2000,US,LGA,214,7/1/2004,2186,DCA,0,3,delayed
2100,US,LGA,214,7/1/2004,2188,DCA,0,3,ontime
700,RU,EWR,169,7/1/2004,2703,BWI,0,3,ontime
1455,RU,EWR,169,7/1/2004,2403,BWI,0,3,ontime
1720,RU,EWR,169,7/1/2004,3372,BWI,0,3,delayed
1030,RU,EWR,169,7/1/2004,2303,BWI,0,3,delayed
1300,CO,EWR,199,7/1/2004,808,DCA,0,3,ontime
1900,CO,EWR,199,7/1/2004,816,DCA,0,3,delayed
1730,CO,EWR,199,7/1/2004,814,DCA,0,3,delayed
735,CO,EWR,199,7/1/2004,806,DCA,0,3,ontime
840,DH,EWR,213,7/1/2004,7299,IAD,0,3,ontime
1710,DH,EWR,213,7/1/2004,7302,IAD,0,3,ontime
1245,DH,EWR,213,7/1/2004,7303,IAD,0,3,delayed
2120,DH,EWR,213,7/1/2004,7304,IAD,0,3,ontime
630,DH,EWR,213,7/1/2004,7305,IAD,0,3,ontime
1430,DH,EWR,213,7/1/2004,7307,IAD,0,3,ontime
1359,RU,EWR,199,7/1/2004,2216,DCA,0,3,ontime
700,RU,EWR,213,7/1/2004,2855,IAD,0,3,delayed
1500,RU,EWR,213,7/1/2004,2156,IAD,0,3,delayed
900,RU,EWR,199,7/1/2004,2582,DCA,0,3,ontime
1300,RU,EWR,213,7/1/2004,2367,IAD,0,3,ontime
1700,RU,EWR,213,7/1/2004,2497,IAD,0,3,ontime
1900,RU,EWR,213,7/1/2004,2385,IAD,0,3,delayed
645,RU,EWR,199,7/1/2004,2761,DCA,0,3,ontime
2100,RU,EWR,199,7/1/2004,2879,DCA,0,3,ontime
1525,RU,EWR,199,7/1/2004,2261,DCA,0,3,ontime
1630,RU,EWR,199,7/1/2004,2181,DCA,0,3,ontime
1455,OH,JFK,184,8/1/2004,5935,BWI,0,4,ontime
1640,DH,JFK,213,8/1/2004,6155,DCA,0,4,delayed
1245,DH,LGA,229,8/1/2004,7208,IAD,0,4,ontime
1455,DH,LGA,229,8/1/2004,7211,IAD,0,4,delayed
1715,DH,LGA,229,8/1/2004,7215,IAD,0,4,delayed
2120,DH,LGA,229,8/1/2004,7684,IAD,0,4,delayed
640,DH,LGA,229,8/1/2004,7790,IAD,0,4,ontime
1040,DH,LGA,229,8/1/2004,7792,IAD,0,4,ontime
840,DH,JFK,228,8/1/2004,7800,IAD,0,4,ontime
1240,DH,JFK,228,8/1/2004,7806,IAD,0,4,ontime
1455,DH,JFK,228,8/1/2004,7808,IAD,0,4,ontime
1645,DH,JFK,228,8/1/2004,7810,IAD,0,4,ontime
1715,DH,JFK,228,8/1/2004,7812,IAD,0,4,ontime
2120,DH,JFK,228,8/1/2004,7814,IAD,0,4,ontime
1610,DH,JFK,228,8/1/2004,7816,IAD,0,4,ontime
1455,DL,JFK,213,8/1/2004,746,DCA,0,4,delayed
630,DL,LGA,214,8/1/2004,1740,DCA,0,4,ontime
730,DL,LGA,214,8/1/2004,1742,DCA,0,4,ontime
830,DL,LGA,214,8/1/2004,1744,DCA,0,4,ontime
930,DL,LGA,214,8/1/2004,1746,DCA,0,4,ontime
1030,DL,LGA,214,8/1/2004,1748,DCA,0,4,ontime
1130,DL,LGA,214,8/1/2004,1750,DCA,0,4,ontime
1230,DL,LGA,214,8/1/2004,1752,DCA,0,4,ontime
1330,DL,LGA,214,8/1/2004,1754,DCA,0,4,ontime
1430,DL,LGA,214,8/1/2004,1756,DCA,0,4,ontime
1530,DL,LGA,214,8/1/2004,1758,DCA,0,4,ontime
1630,DL,LGA,214,8/1/2004,1760,DCA,0,4,ontime
1730,DL,LGA,214,8/1/2004,1762,DCA,0,4,ontime
1830,DL,LGA,214,8/1/2004,1764,DCA,0,4,ontime
1930,DL,LGA,214,8/1/2004,1766,DCA,0,4,ontime
2030,DL,LGA,214,8/1/2004,1768,DCA,0,4,ontime
1530,MQ,JFK,213,8/1/2004,4752,DCA,0,4,ontime
600,MQ,JFK,213,8/1/2004,4760,DCA,0,4,ontime
1830,MQ,JFK,213,8/1/2004,4784,DCA,0,4,ontime
700,MQ,LGA,214,8/1/2004,4952,DCA,0,4,ontime
800,MQ,LGA,214,8/1/2004,4954,DCA,0,4,ontime
900,MQ,LGA,214,8/1/2004,4956,DCA,0,4,ontime
1100,MQ,LGA,214,8/1/2004,4960,DCA,0,4,ontime
1300,MQ,LGA,214,8/1/2004,4964,DCA,0,4,ontime
1400,MQ,LGA,214,8/1/2004,4966,DCA,0,4,ontime
1500,MQ,LGA,214,8/1/2004,4968,DCA,0,4,ontime
1600,MQ,LGA,214,8/1/2004,4970,DCA,0,4,ontime
1900,MQ,LGA,214,8/1/2004,4976,DCA,0,4,ontime
850,UA,LGA,229,8/1/2004,846,IAD,0,4,ontime
630,US,LGA,214,8/1/2004,1479,DCA,0,4,ontime
700,US,LGA,214,8/1/2004,2160,DCA,0,4,ontime
800,US,LGA,214,8/1/2004,2162,DCA,0,4,ontime
900,US,LGA,214,8/1/2004,2164,DCA,0,4,ontime
1000,US,LGA,214,8/1/2004,2166,DCA,0,4,ontime
1100,US,LGA,214,8/1/2004,2168,DCA,0,4,ontime
1200,US,LGA,214,8/1/2004,2170,DCA,0,4,ontime
1300,US,LGA,214,8/1/2004,2172,DCA,0,4,ontime
1400,US,LGA,214,8/1/2004,2174,DCA,0,4,ontime
1500,US,LGA,214,8/1/2004,2176,DCA,0,4,ontime
1600,US,LGA,214,8/1/2004,2178,DCA,0,4,ontime
1700,US,LGA,214,8/1/2004,2180,DCA,0,4,delayed
1800,US,LGA,214,8/1/2004,2182,DCA,0,4,ontime
1900,US,LGA,214,8/1/2004,2184,DCA,0,4,delayed
2000,US,LGA,214,8/1/2004,2186,DCA,0,4,delayed
2100,US,LGA,214,8/1/2004,2188,DCA,0,4,ontime
1720,RU,EWR,169,8/1/2004,3372,BWI,0,4,ontime
1455,RU,EWR,169,8/1/2004,2403,BWI,0,4,ontime
1030,RU,EWR,169,8/1/2004,2303,BWI,0,4,ontime
700,RU,EWR,169,8/1/2004,2703,BWI,0,4,ontime
1730,CO,EWR,199,8/1/2004,814,DCA,0,4,ontime
735,CO,EWR,199,8/1/2004,806,DCA,0,4,ontime
1300,CO,EWR,199,8/1/2004,808,DCA,0,4,ontime
1900,CO,EWR,199,8/1/2004,816,DCA,0,4,ontime
840,DH,EWR,213,8/1/2004,7299,IAD,0,4,ontime
1710,DH,EWR,213,8/1/2004,7302,IAD,0,4,ontime
1245,DH,EWR,213,8/1/2004,7303,IAD,0,4,ontime
2120,DH,EWR,213,8/1/2004,7304,IAD,0,4,ontime
630,DH,EWR,213,8/1/2004,7305,IAD,0,4,ontime
1430,DH,EWR,213,8/1/2004,7307,IAD,0,4,ontime
1500,RU,EWR,213,8/1/2004,2156,IAD,0,4,ontime
1900,RU,EWR,213,8/1/2004,2385,IAD,0,4,ontime
1300,RU,EWR,213,8/1/2004,2692,IAD,0,4,ontime
1630,RU,EWR,199,8/1/2004,2181,DCA,0,4,ontime
645,RU,EWR,199,8/1/2004,2761,DCA,0,4,delayed
1359,RU,EWR,199,8/1/2004,2216,DCA,0,4,ontime
700,RU,EWR,213,8/1/2004,2855,IAD,0,4,ontime
1700,RU,EWR,213,8/1/2004,2497,IAD,0,4,ontime
900,RU,EWR,199,8/1/2004,2582,DCA,0,4,ontime
2100,RU,EWR,199,8/1/2004,2879,DCA,0,4,ontime
1525,RU,EWR,199,8/1/2004,2261,DCA,0,4,ontime
1455,OH,JFK,184,9/1/2004,5935,BWI,0,5,ontime
1640,DH,JFK,213,9/1/2004,6155,DCA,0,5,ontime
1245,DH,LGA,229,9/1/2004,7208,IAD,0,5,ontime
1455,DH,LGA,229,9/1/2004,7211,IAD,0,5,delayed
1715,DH,LGA,229,9/1/2004,7215,IAD,0,5,delayed
2120,DH,LGA,229,9/1/2004,7684,IAD,0,5,ontime
640,DH,LGA,229,9/1/2004,7790,IAD,0,5,delayed
1040,DH,LGA,229,9/1/2004,7792,IAD,0,5,ontime
840,DH,JFK,228,9/1/2004,7800,IAD,0,5,delayed
1240,DH,JFK,228,9/1/2004,7806,IAD,0,5,ontime
1455,DH,JFK,228,9/1/2004,7808,IAD,0,5,ontime
1645,DH,JFK,228,9/1/2004,7810,IAD,0,5,ontime
1715,DH,JFK,228,9/1/2004,7812,IAD,0,5,ontime
2120,DH,JFK,228,9/1/2004,7814,IAD,0,5,ontime
1610,DH,JFK,228,9/1/2004,7816,IAD,0,5,ontime
1455,DL,JFK,213,9/1/2004,746,DCA,0,5,ontime
630,DL,LGA,214,9/1/2004,1740,DCA,0,5,ontime
730,DL,LGA,214,9/1/2004,1742,DCA,0,5,delayed
830,DL,LGA,214,9/1/2004,1744,DCA,0,5,ontime
930,DL,LGA,214,9/1/2004,1746,DCA,0,5,ontime
1030,DL,LGA,214,9/1/2004,1748,DCA,0,5,ontime
1130,DL,LGA,214,9/1/2004,1750,DCA,0,5,ontime
1230,DL,LGA,214,9/1/2004,1752,DCA,0,5,ontime
1330,DL,LGA,214,9/1/2004,1754,DCA,0,5,ontime
1430,DL,LGA,214,9/1/2004,1756,DCA,0,5,ontime
1530,DL,LGA,214,9/1/2004,1758,DCA,0,5,ontime
1630,DL,LGA,214,9/1/2004,1760,DCA,0,5,ontime
1730,DL,LGA,214,9/1/2004,1762,DCA,0,5,ontime
1830,DL,LGA,214,9/1/2004,1764,DCA,0,5,ontime
1930,DL,LGA,214,9/1/2004,1766,DCA,0,5,ontime
2030,DL,LGA,214,9/1/2004,1768,DCA,0,5,ontime
1530,MQ,JFK,213,9/1/2004,4752,DCA,0,5,ontime
600,MQ,JFK,213,9/1/2004,4760,DCA,0,5,ontime
1830,MQ,JFK,213,9/1/2004,4784,DCA,0,5,delayed
800,MQ,LGA,214,9/1/2004,4954,DCA,0,5,delayed
900,MQ,LGA,214,9/1/2004,4956,DCA,0,5,ontime
1100,MQ,LGA,214,9/1/2004,4960,DCA,0,5,delayed
1300,MQ,LGA,214,9/1/2004,4964,DCA,0,5,ontime
1400,MQ,LGA,214,9/1/2004,4966,DCA,0,5,ontime
1500,MQ,LGA,214,9/1/2004,4968,DCA,0,5,ontime
1600,MQ,LGA,214,9/1/2004,4970,DCA,0,5,delayed
1700,MQ,LGA,214,9/1/2004,4972,DCA,0,5,ontime
1900,MQ,LGA,214,9/1/2004,4976,DCA,0,5,delayed
850,UA,LGA,229,9/1/2004,846,IAD,0,5,delayed
630,US,LGA,214,9/1/2004,1479,DCA,0,5,ontime
700,US,LGA,214,9/1/2004,2160,DCA,0,5,ontime
800,US,LGA,214,9/1/2004,2162,DCA,0,5,ontime
1000,US,LGA,214,9/1/2004,2166,DCA,0,5,ontime
1100,US,LGA,214,9/1/2004,2168,DCA,0,5,ontime
1200,US,LGA,214,9/1/2004,2170,DCA,0,5,ontime
1300,US,LGA,214,9/1/2004,2172,DCA,0,5,ontime
1400,US,LGA,214,9/1/2004,2174,DCA,0,5,ontime
1500,US,LGA,214,9/1/2004,2176,DCA,0,5,ontime
1600,US,LGA,214,9/1/2004,2178,DCA,0,5,ontime
1700,US,LGA,214,9/1/2004,2180,DCA,0,5,ontime
1800,US,LGA,214,9/1/2004,2182,DCA,0,5,ontime
1900,US,LGA,214,9/1/2004,2184,DCA,0,5,ontime
2000,US,LGA,214,9/1/2004,2186,DCA,0,5,ontime
2100,US,LGA,214,9/1/2004,2188,DCA,0,5,ontime
1720,RU,EWR,169,9/1/2004,3372,BWI,0,5,ontime
1455,RU,EWR,169,9/1/2004,2403,BWI,0,5,ontime
1030,RU,EWR,169,9/1/2004,2303,BWI,0,5,delayed
700,RU,EWR,169,9/1/2004,2703,BWI,0,5,ontime
1730,CO,EWR,199,9/1/2004,814,DCA,0,5,ontime
1900,CO,EWR,199,9/1/2004,816,DCA,0,5,ontime
1300,CO,EWR,199,9/1/2004,808,DCA,0,5,ontime
735,CO,EWR,199,9/1/2004,806,DCA,0,5,ontime
840,DH,EWR,213,9/1/2004,7299,IAD,0,5,ontime
1710,DH,EWR,213,9/1/2004,7302,IAD,0,5,ontime
1245,DH,EWR,213,9/1/2004,7303,IAD,0,5,ontime
2120,DH,EWR,213,9/1/2004,7304,IAD,0,5,ontime
630,DH,EWR,213,9/1/2004,7305,IAD,0,5,ontime
1430,DH,EWR,213,9/1/2004,7307,IAD,0,5,ontime
1630,RU,EWR,199,9/1/2004,2181,DCA,0,5,ontime
1525,RU,EWR,199,9/1/2004,2261,DCA,0,5,ontime
1359,RU,EWR,199,9/1/2004,2216,DCA,0,5,ontime
700,RU,EWR,213,9/1/2004,2855,IAD,0,5,delayed
1300,RU,EWR,213,9/1/2004,2692,IAD,0,5,ontime
1900,RU,EWR,213,9/1/2004,2385,IAD,0,5,ontime
1500,RU,EWR,213,9/1/2004,2156,IAD,0,5,ontime
900,RU,EWR,199,9/1/2004,2582,DCA,0,5,ontime
2100,RU,EWR,199,9/1/2004,2879,DCA,0,5,ontime
1700,RU,EWR,213,9/1/2004,2497,IAD,0,5,ontime
645,RU,EWR,199,9/1/2004,2761,DCA,0,5,ontime
1455,OH,JFK,184,10/1/2004,5935,BWI,0,6,ontime
1640,DH,JFK,213,10/1/2004,6155,DCA,0,6,delayed
1245,DH,LGA,229,10/1/2004,7208,IAD,0,6,ontime
1715,DH,LGA,229,10/1/2004,7215,IAD,0,6,ontime
2120,DH,LGA,229,10/1/2004,7684,IAD,0,6,ontime
840,DH,JFK,228,10/1/2004,7800,IAD,0,6,delayed
1240,DH,JFK,228,10/1/2004,7806,IAD,0,6,delayed
1645,DH,JFK,228,10/1/2004,7810,IAD,0,6,ontime
1715,DH,JFK,228,10/1/2004,7812,IAD,0,6,ontime
2120,DH,JFK,228,10/1/2004,7814,IAD,0,6,ontime
1800,DH,JFK,228,10/1/2004,7818,IAD,0,6,ontime
1455,DL,JFK,213,10/1/2004,746,DCA,0,6,delayed
730,DL,LGA,214,10/1/2004,1742,DCA,0,6,ontime
830,DL,LGA,214,10/1/2004,1744,DCA,0,6,ontime
1030,DL,LGA,214,10/1/2004,1748,DCA,0,6,ontime
1230,DL,LGA,214,10/1/2004,1752,DCA,0,6,ontime
1430,DL,LGA,214,10/1/2004,1756,DCA,0,6,ontime
1630,DL,LGA,214,10/1/2004,1760,DCA,0,6,ontime
1830,DL,LGA,214,10/1/2004,1764,DCA,0,6,ontime
2030,DL,LGA,214,10/1/2004,1768,DCA,0,6,ontime
1530,MQ,JFK,213,10/1/2004,4752,DCA,0,6,ontime
600,MQ,JFK,213,10/1/2004,4760,DCA,0,6,delayed
1830,MQ,JFK,213,10/1/2004,4784,DCA,0,6,ontime
900,MQ,LGA,214,10/1/2004,4956,DCA,0,6,ontime
1300,MQ,LGA,214,10/1/2004,4964,DCA,0,6,ontime
850,UA,LGA,229,10/1/2004,846,IAD,0,6,ontime
700,US,LGA,214,10/1/2004,2160,DCA,0,6,ontime
900,US,LGA,214,10/1/2004,2164,DCA,0,6,ontime
1100,US,LGA,214,10/1/2004,2168,DCA,0,6,ontime
1300,US,LGA,214,10/1/2004,2172,DCA,0,6,ontime
1500,US,LGA,214,10/1/2004,2176,DCA,0,6,ontime
1700,US,LGA,214,10/1/2004,2180,DCA,0,6,ontime
1900,US,LGA,214,10/1/2004,2184,DCA,0,6,ontime
1720,RU,EWR,169,10/1/2004,3372,BWI,0,6,ontime
1455,RU,EWR,169,10/1/2004,2229,BWI,0,6,ontime
700,RU,EWR,169,10/1/2004,2703,BWI,0,6,ontime
1030,RU,EWR,169,10/1/2004,2303,BWI,0,6,ontime
1300,CO,EWR,199,10/1/2004,808,DCA,0,6,ontime
840,DH,EWR,213,10/1/2004,7299,IAD,0,6,ontime
1710,DH,EWR,213,10/1/2004,7302,IAD,0,6,ontime
1245,DH,EWR,213,10/1/2004,7303,IAD,0,6,ontime
2120,DH,EWR,213,10/1/2004,7304,IAD,0,6,ontime
1700,RU,EWR,213,10/1/2004,2497,IAD,0,6,ontime
700,RU,EWR,213,10/1/2004,2855,IAD,0,6,ontime
1600,RU,EWR,199,10/1/2004,2361,DCA,0,6,ontime
1500,RU,EWR,213,10/1/2004,2156,IAD,0,6,ontime
645,RU,EWR,199,10/1/2004,2761,DCA,0,6,ontime
1730,RU,EWR,199,10/1/2004,2097,DCA,0,6,ontime
1359,RU,EWR,199,10/1/2004,2216,DCA,0,6,ontime
930,RU,EWR,199,10/1/2004,2582,DCA,0,6,ontime
1455,OH,JFK,184,11/1/2004,5935,BWI,0,7,ontime
1640,DH,JFK,213,11/1/2004,6155,DCA,0,7,ontime
1245,DH,LGA,229,11/1/2004,7208,IAD,0,7,ontime
1455,DH,LGA,229,11/1/2004,7211,IAD,0,7,ontime
1715,DH,LGA,229,11/1/2004,7215,IAD,0,7,ontime
2120,DH,LGA,229,11/1/2004,7684,IAD,0,7,ontime
840,DH,JFK,228,11/1/2004,7800,IAD,0,7,ontime
1240,DH,JFK,228,11/1/2004,7806,IAD,0,7,ontime
1455,DH,JFK,228,11/1/2004,7808,IAD,0,7,delayed
1645,DH,JFK,228,11/1/2004,7810,IAD,0,7,ontime
1715,DH,JFK,228,11/1/2004,7812,IAD,0,7,ontime
2120,DH,JFK,228,11/1/2004,7814,IAD,0,7,delayed
1610,DH,JFK,228,11/1/2004,7816,IAD,0,7,ontime
1455,DL,JFK,213,11/1/2004,746,DCA,0,7,delayed
830,DL,LGA,214,11/1/2004,1744,DCA,0,7,ontime
1030,DL,LGA,214,11/1/2004,1748,DCA,0,7,ontime
1130,DL,LGA,214,11/1/2004,1750,DCA,0,7,ontime
1230,DL,LGA,214,11/1/2004,1752,DCA,0,7,ontime
1330,DL,LGA,214,11/1/2004,1754,DCA,0,7,ontime
1430,DL,LGA,214,11/1/2004,1756,DCA,0,7,ontime
1530,DL,LGA,214,11/1/2004,1758,DCA,0,7,ontime
1630,DL,LGA,214,11/1/2004,1760,DCA,0,7,ontime
1730,DL,LGA,214,11/1/2004,1762,DCA,0,7,ontime
1830,DL,LGA,214,11/1/2004,1764,DCA,0,7,ontime
1930,DL,LGA,214,11/1/2004,1766,DCA,0,7,ontime
2030,DL,LGA,214,11/1/2004,1768,DCA,0,7,ontime
1530,MQ,JFK,213,11/1/2004,4752,DCA,0,7,ontime
600,MQ,JFK,213,11/1/2004,4760,DCA,0,7,ontime
925,MQ,JFK,213,11/1/2004,4771,DCA,0,7,ontime
1830,MQ,JFK,213,11/1/2004,4784,DCA,0,7,delayed
1300,MQ,LGA,214,11/1/2004,4964,DCA,0,7,delayed
1500,MQ,LGA,214,11/1/2004,4968,DCA,0,7,ontime
1700,MQ,LGA,214,11/1/2004,4972,DCA,0,7,ontime
1900,MQ,LGA,214,11/1/2004,4976,DCA,0,7,ontime
850,UA,LGA,229,11/1/2004,846,IAD,0,7,ontime
900,US,LGA,214,11/1/2004,2164,DCA,0,7,ontime
1000,US,LGA,214,11/1/2004,2166,DCA,0,7,ontime
1100,US,LGA,214,11/1/2004,2168,DCA,0,7,ontime
1200,US,LGA,214,11/1/2004,2170,DCA,0,7,ontime
1300,US,LGA,214,11/1/2004,2172,DCA,0,7,ontime
1400,US,LGA,214,11/1/2004,2174,DCA,0,7,ontime
1500,US,LGA,214,11/1/2004,2176,DCA,0,7,ontime
1600,US,LGA,214,11/1/2004,2178,DCA,0,7,ontime
1700,US,LGA,214,11/1/2004,2180,DCA,0,7,ontime
1800,US,LGA,214,11/1/2004,2182,DCA,0,7,ontime
1900,US,LGA,214,11/1/2004,2184,DCA,0,7,ontime
2000,US,LGA,214,11/1/2004,2186,DCA,0,7,ontime
2100,US,LGA,214,11/1/2004,2188,DCA,0,7,ontime
1720,RU,EWR,169,11/1/2004,3372,BWI,0,7,ontime
1030,RU,EWR,169,11/1/2004,2303,BWI,0,7,ontime
1315,RU,EWR,169,11/1/2004,2703,BWI,0,7,ontime
1455,RU,EWR,169,11/1/2004,2403,BWI,0,7,ontime
1900,CO,EWR,199,11/1/2004,816,DCA,0,7,ontime
1300,CO,EWR,199,11/1/2004,1767,DCA,0,7,ontime
1630,CO,EWR,199,11/1/2004,810,DCA,0,7,ontime
840,DH,EWR,213,11/1/2004,7299,IAD,0,7,ontime
1710,DH,EWR,213,11/1/2004,7302,IAD,0,7,ontime
1245,DH,EWR,213,11/1/2004,7303,IAD,0,7,ontime
2120,DH,EWR,213,11/1/2004,7304,IAD,0,7,ontime
1430,DH,EWR,213,11/1/2004,7307,IAD,0,7,delayed
2130,RU,EWR,199,11/1/2004,2879,DCA,0,7,ontime
845,RU,EWR,213,11/1/2004,2254,IAD,0,7,ontime
1700,RU,EWR,213,11/1/2004,2497,IAD,0,7,ontime
1730,RU,EWR,199,11/1/2004,2097,DCA,0,7,ontime
1359,RU,EWR,199,11/1/2004,2216,DCA,0,7,ontime
930,RU,EWR,199,11/1/2004,2582,DCA,0,7,ontime
1500,RU,EWR,213,11/1/2004,2156,IAD,0,7,ontime
1900,RU,EWR,213,11/1/2004,2385,IAD,0,7,ontime
1455,OH,JFK,184,12/1/2004,5935,BWI,0,1,ontime
1640,DH,JFK,213,12/1/2004,6155,DCA,0,1,ontime
1245,DH,LGA,229,12/1/2004,7208,IAD,0,1,ontime
1455,DH,LGA,229,12/1/2004,7211,IAD,0,1,ontime
1715,DH,LGA,229,12/1/2004,7215,IAD,0,1,ontime
2120,DH,LGA,229,12/1/2004,7684,IAD,0,1,ontime
640,DH,LGA,229,12/1/2004,7790,IAD,0,1,delayed
1040,DH,LGA,229,12/1/2004,7792,IAD,0,1,ontime
840,DH,JFK,228,12/1/2004,7800,IAD,0,1,ontime
1240,DH,JFK,228,12/1/2004,7806,IAD,0,1,ontime
1455,DH,JFK,228,12/1/2004,7808,IAD,0,1,delayed
1645,DH,JFK,228,12/1/2004,7810,IAD,0,1,ontime
1715,DH,JFK,228,12/1/2004,7812,IAD,0,1,ontime
2120,DH,JFK,228,12/1/2004,7814,IAD,0,1,ontime
1455,DL,JFK,213,12/1/2004,746,DCA,0,1,ontime
630,DL,LGA,214,12/1/2004,1740,DCA,0,1,ontime
730,DL,LGA,214,12/1/2004,1742,DCA,0,1,ontime
830,DL,LGA,214,12/1/2004,1744,DCA,0,1,ontime
930,DL,LGA,214,12/1/2004,1746,DCA,0,1,delayed
1030,DL,LGA,214,12/1/2004,1748,DCA,0,1,ontime
1130,DL,LGA,214,12/1/2004,1750,DCA,0,1,ontime
1230,DL,LGA,214,12/1/2004,1752,DCA,0,1,ontime
1330,DL,LGA,214,12/1/2004,1754,DCA,0,1,ontime
1430,DL,LGA,214,12/1/2004,1756,DCA,0,1,ontime
1530,DL,LGA,214,12/1/2004,1758,DCA,0,1,ontime
1630,DL,LGA,214,12/1/2004,1760,DCA,0,1,ontime
1730,DL,LGA,214,12/1/2004,1762,DCA,0,1,ontime
1830,DL,LGA,214,12/1/2004,1764,DCA,0,1,ontime
1930,DL,LGA,214,12/1/2004,1766,DCA,0,1,ontime
2030,DL,LGA,214,12/1/2004,1768,DCA,0,1,ontime
1530,MQ,JFK,213,12/1/2004,4752,DCA,0,1,ontime
600,MQ,JFK,213,12/1/2004,4760,DCA,0,1,ontime
1830,MQ,JFK,213,12/1/2004,4784,DCA,0,1,ontime
700,MQ,LGA,214,12/1/2004,4952,DCA,0,1,delayed
800,MQ,LGA,214,12/1/2004,4954,DCA,0,1,ontime
900,MQ,LGA,214,12/1/2004,4956,DCA,0,1,ontime
1100,MQ,LGA,214,12/1/2004,4960,DCA,0,1,ontime
1300,MQ,LGA,214,12/1/2004,4964,DCA,0,1,ontime
1500,MQ,LGA,214,12/1/2004,4968,DCA,0,1,ontime
1600,MQ,LGA,214,12/1/2004,4970,DCA,0,1,ontime
1700,MQ,LGA,214,12/1/2004,4972,DCA,0,1,ontime
1900,MQ,LGA,214,12/1/2004,4976,DCA,0,1,ontime
850,UA,LGA,229,12/1/2004,846,IAD,0,1,ontime
630,US,LGA,214,12/1/2004,1479,DCA,0,1,ontime
700,US,LGA,214,12/1/2004,2160,DCA,0,1,delayed
800,US,LGA,214,12/1/2004,2162,DCA,0,1,ontime
900,US,LGA,214,12/1/2004,2164,DCA,0,1,ontime
1000,US,LGA,214,12/1/2004,2166,DCA,0,1,ontime
1100,US,LGA,214,12/1/2004,2168,DCA,0,1,delayed
1200,US,LGA,214,12/1/2004,2170,DCA,0,1,ontime
1300,US,LGA,214,12/1/2004,2172,DCA,0,1,ontime
1400,US,LGA,214,12/1/2004,2174,DCA,0,1,ontime
1500,US,LGA,214,12/1/2004,2176,DCA,0,1,ontime
1600,US,LGA,214,12/1/2004,2178,DCA,0,1,ontime
1700,US,LGA,214,12/1/2004,2180,DCA,0,1,delayed
1800,US,LGA,214,12/1/2004,2182,DCA,0,1,ontime
1900,US,LGA,214,12/1/2004,2184,DCA,0,1,ontime
2000,US,LGA,214,12/1/2004,2186,DCA,0,1,ontime
2100,US,LGA,214,12/1/2004,2188,DCA,0,1,ontime
700,RU,EWR,169,12/1/2004,2703,BWI,0,1,ontime
1455,RU,EWR,169,12/1/2004,2403,BWI,0,1,delayed
1720,RU,EWR,169,12/1/2004,3372,BWI,0,1,ontime
1030,RU,EWR,169,12/1/2004,2303,BWI,0,1,ontime
735,CO,EWR,199,12/1/2004,806,DCA,0,1,ontime
1300,CO,EWR,199,12/1/2004,808,DCA,0,1,ontime
1730,CO,EWR,199,12/1/2004,814,DCA,0,1,delayed
1900,CO,EWR,199,12/1/2004,816,DCA,0,1,ontime
